@HD	VN:1.0	SO:unsorted
@SQ	SN:scaffold11504|size993	LN:993
@SQ	SN:scaffold11505|size992	LN:992
@SQ	SN:scaffold11506|size992	LN:992
@SQ	SN:scaffold11507|size992	LN:992
@SQ	SN:scaffold11508|size992	LN:992
@SQ	SN:scaffold11509|size992	LN:992
@SQ	SN:scaffold11510|size992	LN:992
@SQ	SN:scaffold11511|size992	LN:992
@SQ	SN:scaffold11512|size992	LN:992
@SQ	SN:scaffold11513|size992	LN:992
@SQ	SN:scaffold11514|size992	LN:992
@SQ	SN:scaffold11515|size992	LN:992
@SQ	SN:scaffold11516|size992	LN:992
@SQ	SN:scaffold11517|size992	LN:992
@SQ	SN:scaffold11518|size992	LN:992
@SQ	SN:scaffold11519|size992	LN:992
@SQ	SN:scaffold11520|size991	LN:991
@SQ	SN:scaffold11521|size991	LN:991
@SQ	SN:scaffold11522|size991	LN:991
@SQ	SN:scaffold11523|size991	LN:991
@SQ	SN:scaffold11524|size991	LN:991
@SQ	SN:scaffold11525|size991	LN:991
@SQ	SN:scaffold11526|size991	LN:991
@SQ	SN:scaffold11527|size991	LN:991
@SQ	SN:scaffold11528|size991	LN:991
@SQ	SN:scaffold11529|size991	LN:991
@SQ	SN:scaffold11530|size991	LN:991
@SQ	SN:scaffold11531|size991	LN:991
@SQ	SN:scaffold11532|size991	LN:991
@SQ	SN:scaffold11533|size990	LN:990
@SQ	SN:scaffold11534|size990	LN:990
@SQ	SN:scaffold11535|size990	LN:990
@SQ	SN:scaffold11536|size990	LN:990
@SQ	SN:scaffold11537|size990	LN:990
@SQ	SN:scaffold11538|size990	LN:990
@SQ	SN:scaffold11539|size990	LN:990
@SQ	SN:scaffold11540|size990	LN:990
@SQ	SN:scaffold11541|size990	LN:990
@SQ	SN:scaffold11542|size990	LN:990
@SQ	SN:scaffold11543|size990	LN:990
@SQ	SN:scaffold11544|size990	LN:990
@SQ	SN:scaffold11545|size990	LN:990
@SQ	SN:scaffold11546|size990	LN:990
@SQ	SN:scaffold11547|size990	LN:990
@SQ	SN:scaffold11548|size990	LN:990
@SQ	SN:scaffold11549|size990	LN:990
@SQ	SN:scaffold11550|size990	LN:990
@SQ	SN:scaffold11551|size990	LN:990
@SQ	SN:scaffold11552|size990	LN:990
@SQ	SN:scaffold11553|size989	LN:989
@SQ	SN:scaffold11554|size989	LN:989
@SQ	SN:scaffold11555|size989	LN:989
@SQ	SN:scaffold11556|size989	LN:989
@SQ	SN:scaffold11557|size989	LN:989
@SQ	SN:scaffold11558|size989	LN:989
@SQ	SN:scaffold11559|size989	LN:989
@SQ	SN:scaffold11560|size989	LN:989
@SQ	SN:scaffold11561|size989	LN:989
@SQ	SN:scaffold11562|size989	LN:989
@SQ	SN:scaffold11563|size989	LN:989
@SQ	SN:scaffold11564|size989	LN:989
@SQ	SN:scaffold11565|size989	LN:989
@SQ	SN:scaffold11566|size989	LN:989
@SQ	SN:scaffold11567|size989	LN:989
@SQ	SN:scaffold11568|size989	LN:989
@SQ	SN:scaffold11569|size989	LN:989
@SQ	SN:scaffold11570|size988	LN:988
@SQ	SN:scaffold11571|size988	LN:988
@SQ	SN:scaffold11572|size988	LN:988
@SQ	SN:scaffold11573|size988	LN:988
@SQ	SN:scaffold11574|size988	LN:988
@SQ	SN:scaffold11575|size988	LN:988
@SQ	SN:scaffold11576|size988	LN:988
@SQ	SN:scaffold11577|size988	LN:988
@SQ	SN:scaffold11578|size988	LN:988
@SQ	SN:scaffold11579|size988	LN:988
@SQ	SN:scaffold11580|size988	LN:988
@SQ	SN:scaffold11581|size988	LN:988
@SQ	SN:scaffold11582|size988	LN:988
@SQ	SN:scaffold11583|size988	LN:988
@SQ	SN:scaffold11584|size988	LN:988
@SQ	SN:scaffold11585|size988	LN:988
@SQ	SN:scaffold11586|size988	LN:988
@SQ	SN:scaffold11587|size988	LN:988
@SQ	SN:scaffold11588|size988	LN:988
@SQ	SN:scaffold11589|size988	LN:988
@SQ	SN:scaffold11590|size988	LN:988
@SQ	SN:scaffold11591|size988	LN:988
@SQ	SN:scaffold11592|size988	LN:988
@SQ	SN:scaffold11593|size988	LN:988
@SQ	SN:scaffold11594|size988	LN:988
@SQ	SN:scaffold11595|size988	LN:988
@SQ	SN:scaffold11596|size988	LN:988
@SQ	SN:scaffold11597|size988	LN:988
@SQ	SN:scaffold11598|size988	LN:988
@SQ	SN:scaffold11599|size988	LN:988
@SQ	SN:scaffold11600|size987	LN:987
@SQ	SN:scaffold11601|size987	LN:987
@SQ	SN:scaffold11602|size987	LN:987
@SQ	SN:scaffold11603|size987	LN:987
@SQ	SN:scaffold11604|size987	LN:987
@SQ	SN:scaffold11605|size987	LN:987
@SQ	SN:scaffold11606|size987	LN:987
@SQ	SN:scaffold11607|size987	LN:987
@SQ	SN:scaffold11608|size987	LN:987
@SQ	SN:scaffold11609|size987	LN:987
@SQ	SN:scaffold11610|size987	LN:987
@SQ	SN:scaffold11611|size987	LN:987
@SQ	SN:scaffold11612|size987	LN:987
@SQ	SN:scaffold11613|size987	LN:987
@SQ	SN:scaffold11614|size987	LN:987
@SQ	SN:scaffold11615|size987	LN:987
@SQ	SN:scaffold11616|size986	LN:986
@SQ	SN:scaffold11617|size986	LN:986
@SQ	SN:scaffold11618|size986	LN:986
@SQ	SN:scaffold11619|size986	LN:986
@SQ	SN:scaffold11620|size986	LN:986
@SQ	SN:scaffold11621|size986	LN:986
@SQ	SN:scaffold11622|size986	LN:986
@SQ	SN:scaffold11623|size986	LN:986
@SQ	SN:scaffold11624|size986	LN:986
@SQ	SN:scaffold11625|size986	LN:986
@SQ	SN:scaffold11626|size986	LN:986
@SQ	SN:scaffold11627|size986	LN:986
@SQ	SN:scaffold11628|size986	LN:986
@SQ	SN:scaffold11629|size986	LN:986
@SQ	SN:scaffold11630|size986	LN:986
@SQ	SN:scaffold11631|size986	LN:986
@SQ	SN:scaffold11632|size986	LN:986
@SQ	SN:scaffold11633|size986	LN:986
@SQ	SN:scaffold11634|size986	LN:986
@SQ	SN:scaffold11635|size986	LN:986
@SQ	SN:scaffold11636|size985	LN:985
@SQ	SN:scaffold11637|size985	LN:985
@SQ	SN:scaffold11638|size985	LN:985
@SQ	SN:scaffold11639|size985	LN:985
@SQ	SN:scaffold11640|size985	LN:985
@SQ	SN:scaffold11641|size985	LN:985
@SQ	SN:scaffold11642|size985	LN:985
@SQ	SN:scaffold11643|size985	LN:985
@SQ	SN:scaffold11644|size985	LN:985
@SQ	SN:scaffold11645|size985	LN:985
@SQ	SN:scaffold11646|size985	LN:985
@SQ	SN:scaffold11647|size985	LN:985
@SQ	SN:scaffold11648|size985	LN:985
@SQ	SN:scaffold11649|size985	LN:985
@SQ	SN:scaffold11650|size985	LN:985
@SQ	SN:scaffold11651|size985	LN:985
@SQ	SN:scaffold11652|size985	LN:985
@SQ	SN:scaffold11653|size985	LN:985
@SQ	SN:scaffold11654|size984	LN:984
@SQ	SN:scaffold11655|size984	LN:984
@SQ	SN:scaffold11656|size984	LN:984
@SQ	SN:scaffold11657|size984	LN:984
@SQ	SN:scaffold11658|size984	LN:984
@SQ	SN:scaffold11659|size984	LN:984
@SQ	SN:scaffold11660|size984	LN:984
@SQ	SN:scaffold11661|size984	LN:984
@SQ	SN:scaffold11662|size984	LN:984
@SQ	SN:scaffold11663|size984	LN:984
@SQ	SN:scaffold11664|size984	LN:984
@SQ	SN:scaffold11665|size984	LN:984
@SQ	SN:scaffold11666|size984	LN:984
@SQ	SN:scaffold11667|size984	LN:984
@SQ	SN:scaffold11668|size984	LN:984
@SQ	SN:scaffold11669|size984	LN:984
@SQ	SN:scaffold11670|size984	LN:984
@SQ	SN:scaffold11671|size984	LN:984
@SQ	SN:scaffold11672|size984	LN:984
@SQ	SN:scaffold11673|size983	LN:983
@SQ	SN:scaffold11674|size983	LN:983
@SQ	SN:scaffold11675|size983	LN:983
@SQ	SN:scaffold11676|size983	LN:983
@SQ	SN:scaffold11677|size983	LN:983
@SQ	SN:scaffold11678|size983	LN:983
@SQ	SN:scaffold11679|size983	LN:983
@SQ	SN:scaffold11680|size983	LN:983
@SQ	SN:scaffold11681|size983	LN:983
@SQ	SN:scaffold11682|size983	LN:983
@SQ	SN:scaffold11683|size983	LN:983
@SQ	SN:scaffold11684|size983	LN:983
@SQ	SN:scaffold11685|size983	LN:983
@SQ	SN:scaffold11686|size983	LN:983
@SQ	SN:scaffold11687|size983	LN:983
@SQ	SN:scaffold11688|size983	LN:983
@SQ	SN:scaffold11689|size983	LN:983
@SQ	SN:scaffold11690|size983	LN:983
@SQ	SN:scaffold11691|size983	LN:983
@SQ	SN:scaffold11692|size983	LN:983
@SQ	SN:scaffold11693|size983	LN:983
@SQ	SN:scaffold11694|size982	LN:982
@SQ	SN:scaffold11695|size982	LN:982
@SQ	SN:scaffold11696|size982	LN:982
@SQ	SN:scaffold11697|size982	LN:982
@SQ	SN:scaffold11698|size982	LN:982
@SQ	SN:scaffold11699|size982	LN:982
@SQ	SN:scaffold11700|size982	LN:982
@SQ	SN:scaffold11701|size982	LN:982
@SQ	SN:scaffold11702|size982	LN:982
@SQ	SN:scaffold11703|size982	LN:982
@SQ	SN:scaffold11704|size982	LN:982
@SQ	SN:scaffold11705|size982	LN:982
@SQ	SN:scaffold11706|size982	LN:982
@SQ	SN:scaffold11707|size982	LN:982
@SQ	SN:scaffold11708|size982	LN:982
@SQ	SN:scaffold11709|size982	LN:982
@SQ	SN:scaffold11710|size982	LN:982
@SQ	SN:scaffold11711|size982	LN:982
@SQ	SN:scaffold11712|size982	LN:982
@SQ	SN:scaffold11713|size982	LN:982
@SQ	SN:scaffold11714|size981	LN:981
@SQ	SN:scaffold11715|size981	LN:981
@SQ	SN:scaffold11716|size981	LN:981
@SQ	SN:scaffold11717|size981	LN:981
@SQ	SN:scaffold11718|size981	LN:981
@SQ	SN:scaffold11719|size981	LN:981
@SQ	SN:scaffold11720|size981	LN:981
@SQ	SN:scaffold11721|size981	LN:981
@SQ	SN:scaffold11722|size981	LN:981
@SQ	SN:scaffold11723|size981	LN:981
@SQ	SN:scaffold11724|size981	LN:981
@SQ	SN:scaffold11725|size981	LN:981
@SQ	SN:scaffold11726|size981	LN:981
@SQ	SN:scaffold11727|size981	LN:981
@SQ	SN:scaffold11728|size981	LN:981
@SQ	SN:scaffold11729|size981	LN:981
@SQ	SN:scaffold11730|size981	LN:981
@SQ	SN:scaffold11731|size981	LN:981
@SQ	SN:scaffold11732|size981	LN:981
@SQ	SN:scaffold11733|size981	LN:981
@SQ	SN:scaffold11734|size981	LN:981
@SQ	SN:scaffold11735|size981	LN:981
@SQ	SN:scaffold11736|size980	LN:980
@SQ	SN:scaffold11737|size980	LN:980
@SQ	SN:scaffold11738|size980	LN:980
@SQ	SN:scaffold11739|size980	LN:980
@SQ	SN:scaffold11740|size980	LN:980
@SQ	SN:scaffold11741|size980	LN:980
@SQ	SN:scaffold11742|size980	LN:980
@SQ	SN:scaffold11743|size980	LN:980
@SQ	SN:scaffold11744|size980	LN:980
@SQ	SN:scaffold11745|size980	LN:980
@SQ	SN:scaffold11746|size980	LN:980
@SQ	SN:scaffold11747|size980	LN:980
@SQ	SN:scaffold11748|size980	LN:980
@SQ	SN:scaffold11749|size980	LN:980
@SQ	SN:scaffold11750|size980	LN:980
@SQ	SN:scaffold11751|size980	LN:980
@SQ	SN:scaffold11752|size980	LN:980
@SQ	SN:scaffold11753|size980	LN:980
@SQ	SN:scaffold11754|size980	LN:980
@SQ	SN:scaffold11755|size980	LN:980
@SQ	SN:scaffold11756|size980	LN:980
@SQ	SN:scaffold11757|size980	LN:980
@SQ	SN:scaffold11758|size980	LN:980
@SQ	SN:scaffold11759|size980	LN:980
@SQ	SN:scaffold11760|size980	LN:980
@SQ	SN:scaffold11761|size979	LN:979
@SQ	SN:scaffold11762|size979	LN:979
@SQ	SN:scaffold11763|size979	LN:979
@SQ	SN:scaffold11764|size979	LN:979
@SQ	SN:scaffold11765|size979	LN:979
@SQ	SN:scaffold11766|size979	LN:979
@SQ	SN:scaffold11767|size979	LN:979
@SQ	SN:scaffold11768|size979	LN:979
@SQ	SN:scaffold11769|size979	LN:979
@SQ	SN:scaffold11770|size979	LN:979
@SQ	SN:scaffold11771|size979	LN:979
@SQ	SN:scaffold11772|size979	LN:979
@SQ	SN:scaffold11773|size979	LN:979
@SQ	SN:scaffold11774|size979	LN:979
@SQ	SN:scaffold11775|size979	LN:979
@SQ	SN:scaffold11776|size979	LN:979
@SQ	SN:scaffold11777|size979	LN:979
@SQ	SN:scaffold11778|size978	LN:978
@SQ	SN:scaffold11779|size978	LN:978
@SQ	SN:scaffold11780|size978	LN:978
@SQ	SN:scaffold11781|size978	LN:978
@SQ	SN:scaffold11782|size978	LN:978
@SQ	SN:scaffold11783|size978	LN:978
@SQ	SN:scaffold11784|size978	LN:978
@SQ	SN:scaffold11785|size978	LN:978
@SQ	SN:scaffold11786|size978	LN:978
@SQ	SN:scaffold11787|size978	LN:978
@SQ	SN:scaffold11788|size978	LN:978
@SQ	SN:scaffold11789|size978	LN:978
@SQ	SN:scaffold11790|size978	LN:978
@SQ	SN:scaffold11791|size978	LN:978
@SQ	SN:scaffold11792|size978	LN:978
@SQ	SN:scaffold11793|size978	LN:978
@SQ	SN:scaffold11794|size978	LN:978
@SQ	SN:scaffold11795|size977	LN:977
@SQ	SN:scaffold11796|size977	LN:977
@SQ	SN:scaffold11797|size977	LN:977
@SQ	SN:scaffold11798|size977	LN:977
@SQ	SN:scaffold11799|size977	LN:977
@SQ	SN:scaffold11800|size977	LN:977
@SQ	SN:scaffold11801|size977	LN:977
@SQ	SN:scaffold11802|size977	LN:977
@SQ	SN:scaffold11803|size977	LN:977
@SQ	SN:scaffold11804|size977	LN:977
@SQ	SN:scaffold11805|size977	LN:977
@SQ	SN:scaffold11806|size977	LN:977
@SQ	SN:scaffold11807|size977	LN:977
@SQ	SN:scaffold11808|size977	LN:977
@SQ	SN:scaffold11809|size977	LN:977
@SQ	SN:scaffold11810|size977	LN:977
@SQ	SN:scaffold11811|size976	LN:976
@SQ	SN:scaffold11812|size976	LN:976
@SQ	SN:scaffold11813|size976	LN:976
@SQ	SN:scaffold11814|size976	LN:976
@SQ	SN:scaffold11815|size976	LN:976
@SQ	SN:scaffold11816|size976	LN:976
@SQ	SN:scaffold11817|size976	LN:976
@SQ	SN:scaffold11818|size976	LN:976
@SQ	SN:scaffold11819|size976	LN:976
@SQ	SN:scaffold11820|size976	LN:976
@SQ	SN:scaffold11821|size976	LN:976
@SQ	SN:scaffold11822|size976	LN:976
@SQ	SN:scaffold11823|size976	LN:976
@SQ	SN:scaffold11824|size976	LN:976
@SQ	SN:scaffold11825|size976	LN:976
@SQ	SN:scaffold11826|size976	LN:976
@SQ	SN:scaffold11827|size976	LN:976
@SQ	SN:scaffold11828|size976	LN:976
@SQ	SN:scaffold11829|size976	LN:976
@SQ	SN:scaffold11830|size976	LN:976
@SQ	SN:scaffold11831|size976	LN:976
@SQ	SN:scaffold11832|size976	LN:976
@SQ	SN:scaffold11833|size975	LN:975
@SQ	SN:scaffold11834|size975	LN:975
@SQ	SN:scaffold11835|size975	LN:975
@SQ	SN:scaffold11836|size975	LN:975
@SQ	SN:scaffold11837|size975	LN:975
@SQ	SN:scaffold11838|size975	LN:975
@SQ	SN:scaffold11839|size975	LN:975
@SQ	SN:scaffold11840|size975	LN:975
@SQ	SN:scaffold11841|size975	LN:975
@SQ	SN:scaffold11842|size975	LN:975
@SQ	SN:scaffold11843|size975	LN:975
@SQ	SN:scaffold11844|size975	LN:975
@SQ	SN:scaffold11845|size974	LN:974
@SQ	SN:scaffold11846|size974	LN:974
@SQ	SN:scaffold11847|size974	LN:974
@SQ	SN:scaffold11848|size974	LN:974
@SQ	SN:scaffold11849|size974	LN:974
@SQ	SN:scaffold11850|size974	LN:974
@SQ	SN:scaffold11851|size974	LN:974
@SQ	SN:scaffold11852|size974	LN:974
@SQ	SN:scaffold11853|size974	LN:974
@SQ	SN:scaffold11854|size974	LN:974
@SQ	SN:scaffold11855|size974	LN:974
@SQ	SN:scaffold11856|size974	LN:974
@SQ	SN:scaffold11857|size974	LN:974
@SQ	SN:scaffold11858|size974	LN:974
@SQ	SN:scaffold11859|size974	LN:974
@SQ	SN:scaffold11860|size974	LN:974
@SQ	SN:scaffold11861|size973	LN:973
@SQ	SN:scaffold11862|size973	LN:973
@SQ	SN:scaffold11863|size973	LN:973
@SQ	SN:scaffold11864|size973	LN:973
@SQ	SN:scaffold11865|size973	LN:973
@SQ	SN:scaffold11866|size973	LN:973
@SQ	SN:scaffold11867|size973	LN:973
@SQ	SN:scaffold11868|size973	LN:973
@SQ	SN:scaffold11869|size973	LN:973
@SQ	SN:scaffold11870|size973	LN:973
@SQ	SN:scaffold11871|size973	LN:973
@SQ	SN:scaffold11872|size973	LN:973
@SQ	SN:scaffold11873|size973	LN:973
@SQ	SN:scaffold11874|size973	LN:973
@SQ	SN:scaffold11875|size973	LN:973
@SQ	SN:scaffold11876|size973	LN:973
@SQ	SN:scaffold11877|size973	LN:973
@SQ	SN:scaffold11878|size973	LN:973
@SQ	SN:scaffold11879|size973	LN:973
@SQ	SN:scaffold11880|size972	LN:972
@SQ	SN:scaffold11881|size972	LN:972
@SQ	SN:scaffold11882|size972	LN:972
@SQ	SN:scaffold11883|size972	LN:972
@SQ	SN:scaffold11884|size972	LN:972
@SQ	SN:scaffold11885|size972	LN:972
@SQ	SN:scaffold11886|size972	LN:972
@SQ	SN:scaffold11887|size972	LN:972
@SQ	SN:scaffold11888|size972	LN:972
@SQ	SN:scaffold11889|size972	LN:972
@SQ	SN:scaffold11890|size972	LN:972
@SQ	SN:scaffold11891|size972	LN:972
@SQ	SN:scaffold11892|size972	LN:972
@SQ	SN:scaffold11893|size972	LN:972
@SQ	SN:scaffold11894|size972	LN:972
@SQ	SN:scaffold11895|size972	LN:972
@SQ	SN:scaffold11896|size972	LN:972
@SQ	SN:scaffold11897|size972	LN:972
@SQ	SN:scaffold11898|size972	LN:972
@SQ	SN:scaffold11899|size972	LN:972
@SQ	SN:scaffold11900|size972	LN:972
@SQ	SN:scaffold11901|size972	LN:972
@SQ	SN:scaffold11902|size972	LN:972
@SQ	SN:scaffold11903|size972	LN:972
@SQ	SN:scaffold11904|size972	LN:972
@SQ	SN:scaffold11905|size971	LN:971
@SQ	SN:scaffold11906|size971	LN:971
@SQ	SN:scaffold11907|size971	LN:971
@SQ	SN:scaffold11908|size971	LN:971
@SQ	SN:scaffold11909|size971	LN:971
@SQ	SN:scaffold11910|size971	LN:971
@SQ	SN:scaffold11911|size971	LN:971
@SQ	SN:scaffold11912|size971	LN:971
@SQ	SN:scaffold11913|size971	LN:971
@SQ	SN:scaffold11914|size971	LN:971
@SQ	SN:scaffold11915|size971	LN:971
@SQ	SN:scaffold11916|size971	LN:971
@SQ	SN:scaffold11917|size971	LN:971
@SQ	SN:scaffold11918|size971	LN:971
@SQ	SN:scaffold11919|size971	LN:971
@SQ	SN:scaffold11920|size971	LN:971
@SQ	SN:scaffold11921|size971	LN:971
@SQ	SN:scaffold11922|size971	LN:971
@SQ	SN:scaffold11923|size971	LN:971
@SQ	SN:scaffold11924|size971	LN:971
@SQ	SN:scaffold11925|size971	LN:971
@SQ	SN:scaffold11926|size971	LN:971
@SQ	SN:scaffold11927|size971	LN:971
@SQ	SN:scaffold11928|size971	LN:971
@SQ	SN:scaffold11929|size20197	LN:20197
@SQ	SN:scaffold11930|size970	LN:970
@SQ	SN:scaffold11931|size970	LN:970
@SQ	SN:scaffold11932|size970	LN:970
@SQ	SN:scaffold11933|size970	LN:970
@SQ	SN:scaffold11934|size970	LN:970
@SQ	SN:scaffold11935|size970	LN:970
@SQ	SN:scaffold11936|size970	LN:970
@SQ	SN:scaffold11937|size970	LN:970
@SQ	SN:scaffold11938|size970	LN:970
@SQ	SN:scaffold11939|size970	LN:970
@SQ	SN:scaffold11940|size970	LN:970
@SQ	SN:scaffold11941|size970	LN:970
@SQ	SN:scaffold11942|size970	LN:970
@SQ	SN:scaffold11943|size970	LN:970
@SQ	SN:scaffold11944|size970	LN:970
@SQ	SN:scaffold11945|size970	LN:970
@SQ	SN:scaffold11946|size970	LN:970
@SQ	SN:scaffold11947|size970	LN:970
@SQ	SN:scaffold11948|size970	LN:970
@SQ	SN:scaffold11949|size970	LN:970
@SQ	SN:scaffold11950|size969	LN:969
@SQ	SN:scaffold11951|size969	LN:969
@SQ	SN:scaffold11952|size969	LN:969
@SQ	SN:scaffold11953|size969	LN:969
@SQ	SN:scaffold11954|size969	LN:969
@SQ	SN:scaffold11955|size969	LN:969
@SQ	SN:scaffold11956|size969	LN:969
@SQ	SN:scaffold11957|size969	LN:969
@SQ	SN:scaffold11958|size969	LN:969
@SQ	SN:scaffold11959|size969	LN:969
@SQ	SN:scaffold11960|size969	LN:969
@SQ	SN:scaffold11961|size969	LN:969
@SQ	SN:scaffold11962|size969	LN:969
@SQ	SN:scaffold11963|size969	LN:969
@SQ	SN:scaffold11964|size969	LN:969
@SQ	SN:scaffold11965|size969	LN:969
@SQ	SN:scaffold11966|size969	LN:969
@SQ	SN:scaffold11967|size969	LN:969
@SQ	SN:scaffold11968|size969	LN:969
@SQ	SN:scaffold11969|size969	LN:969
@SQ	SN:scaffold11970|size969	LN:969
@SQ	SN:scaffold11971|size969	LN:969
@SQ	SN:scaffold11972|size969	LN:969
@SQ	SN:scaffold11973|size968	LN:968
@SQ	SN:scaffold11974|size968	LN:968
@SQ	SN:scaffold11975|size968	LN:968
@SQ	SN:scaffold11976|size968	LN:968
@SQ	SN:scaffold11977|size968	LN:968
@SQ	SN:scaffold11978|size968	LN:968
@SQ	SN:scaffold11979|size968	LN:968
@SQ	SN:scaffold11980|size968	LN:968
@SQ	SN:scaffold11981|size968	LN:968
@SQ	SN:scaffold11982|size968	LN:968
@SQ	SN:scaffold11983|size968	LN:968
@SQ	SN:scaffold11984|size968	LN:968
@SQ	SN:scaffold11985|size968	LN:968
@SQ	SN:scaffold11986|size968	LN:968
@SQ	SN:scaffold11987|size968	LN:968
@SQ	SN:scaffold11988|size968	LN:968
@SQ	SN:scaffold11989|size968	LN:968
@SQ	SN:scaffold11990|size968	LN:968
@SQ	SN:scaffold11991|size968	LN:968
@SQ	SN:scaffold11992|size968	LN:968
@SQ	SN:scaffold11993|size968	LN:968
@SQ	SN:scaffold11994|size968	LN:968
@SQ	SN:scaffold11995|size968	LN:968
@SQ	SN:scaffold11996|size968	LN:968
@SQ	SN:scaffold11997|size968	LN:968
@SQ	SN:scaffold11998|size968	LN:968
@SQ	SN:scaffold11999|size968	LN:968
@SQ	SN:scaffold12000|size968	LN:968
@SQ	SN:scaffold12001|size968	LN:968
@SQ	SN:scaffold12002|size968	LN:968
@SQ	SN:scaffold12003|size968	LN:968
@SQ	SN:scaffold12004|size967	LN:967
@SQ	SN:scaffold12005|size967	LN:967
@SQ	SN:scaffold12006|size967	LN:967
@SQ	SN:scaffold12007|size967	LN:967
@SQ	SN:scaffold12008|size967	LN:967
@SQ	SN:scaffold12009|size967	LN:967
@SQ	SN:scaffold12010|size967	LN:967
@SQ	SN:scaffold12011|size967	LN:967
@SQ	SN:scaffold12012|size967	LN:967
@SQ	SN:scaffold12013|size967	LN:967
@SQ	SN:scaffold12014|size967	LN:967
@SQ	SN:scaffold12015|size967	LN:967
@SQ	SN:scaffold12016|size967	LN:967
@SQ	SN:scaffold12017|size967	LN:967
@SQ	SN:scaffold12018|size966	LN:966
@SQ	SN:scaffold12019|size966	LN:966
@SQ	SN:scaffold12020|size966	LN:966
@SQ	SN:scaffold12021|size966	LN:966
@SQ	SN:scaffold12022|size966	LN:966
@SQ	SN:scaffold12023|size966	LN:966
@SQ	SN:scaffold12024|size966	LN:966
@SQ	SN:scaffold12025|size966	LN:966
@SQ	SN:scaffold12026|size966	LN:966
@SQ	SN:scaffold12027|size966	LN:966
@SQ	SN:scaffold12028|size966	LN:966
@SQ	SN:scaffold12029|size966	LN:966
@SQ	SN:scaffold12030|size966	LN:966
@SQ	SN:scaffold12031|size966	LN:966
@SQ	SN:scaffold12032|size966	LN:966
@SQ	SN:scaffold12033|size966	LN:966
@SQ	SN:scaffold12034|size966	LN:966
@SQ	SN:scaffold12035|size966	LN:966
@SQ	SN:scaffold12036|size966	LN:966
@SQ	SN:scaffold12037|size965	LN:965
@SQ	SN:scaffold12038|size965	LN:965
@SQ	SN:scaffold12039|size965	LN:965
@SQ	SN:scaffold12040|size965	LN:965
@SQ	SN:scaffold12041|size965	LN:965
@SQ	SN:scaffold12042|size965	LN:965
@SQ	SN:scaffold12043|size965	LN:965
@SQ	SN:scaffold12044|size965	LN:965
@SQ	SN:scaffold12045|size965	LN:965
@SQ	SN:scaffold12046|size965	LN:965
@SQ	SN:scaffold12047|size965	LN:965
@SQ	SN:scaffold12048|size965	LN:965
@SQ	SN:scaffold12049|size965	LN:965
@SQ	SN:scaffold12050|size964	LN:964
@SQ	SN:scaffold12051|size964	LN:964
@SQ	SN:scaffold12052|size964	LN:964
@SQ	SN:scaffold12053|size964	LN:964
@SQ	SN:scaffold12054|size964	LN:964
@SQ	SN:scaffold12055|size964	LN:964
@SQ	SN:scaffold12056|size964	LN:964
@SQ	SN:scaffold12057|size964	LN:964
@SQ	SN:scaffold12058|size964	LN:964
@SQ	SN:scaffold12059|size964	LN:964
@SQ	SN:scaffold12060|size964	LN:964
@SQ	SN:scaffold12061|size964	LN:964
@SQ	SN:scaffold12062|size964	LN:964
@SQ	SN:scaffold12063|size964	LN:964
@SQ	SN:scaffold12064|size964	LN:964
@SQ	SN:scaffold12065|size964	LN:964
@SQ	SN:scaffold12066|size964	LN:964
@SQ	SN:scaffold12067|size964	LN:964
@SQ	SN:scaffold12068|size964	LN:964
@SQ	SN:scaffold12069|size963	LN:963
@SQ	SN:scaffold12070|size963	LN:963
@SQ	SN:scaffold12071|size963	LN:963
@SQ	SN:scaffold12072|size963	LN:963
@SQ	SN:scaffold12073|size963	LN:963
@SQ	SN:scaffold12074|size963	LN:963
@SQ	SN:scaffold12075|size963	LN:963
@SQ	SN:scaffold12076|size963	LN:963
@SQ	SN:scaffold12077|size963	LN:963
@SQ	SN:scaffold12078|size963	LN:963
@SQ	SN:scaffold12079|size963	LN:963
@SQ	SN:scaffold12080|size963	LN:963
@SQ	SN:scaffold12081|size963	LN:963
@SQ	SN:scaffold12082|size963	LN:963
@SQ	SN:scaffold12083|size963	LN:963
@SQ	SN:scaffold12084|size963	LN:963
@SQ	SN:scaffold12085|size963	LN:963
@SQ	SN:scaffold12086|size963	LN:963
@SQ	SN:scaffold12087|size962	LN:962
@SQ	SN:scaffold12088|size962	LN:962
@SQ	SN:scaffold12089|size962	LN:962
@SQ	SN:scaffold12090|size962	LN:962
@SQ	SN:scaffold12091|size962	LN:962
@SQ	SN:scaffold12092|size962	LN:962
@SQ	SN:scaffold12093|size962	LN:962
@SQ	SN:scaffold12094|size962	LN:962
@SQ	SN:scaffold12095|size962	LN:962
@SQ	SN:scaffold12096|size962	LN:962
@SQ	SN:scaffold12097|size962	LN:962
@SQ	SN:scaffold12098|size962	LN:962
@SQ	SN:scaffold12099|size962	LN:962
@SQ	SN:scaffold12100|size962	LN:962
@SQ	SN:scaffold12101|size962	LN:962
@SQ	SN:scaffold12102|size962	LN:962
@SQ	SN:scaffold12103|size962	LN:962
@SQ	SN:scaffold12104|size962	LN:962
@SQ	SN:scaffold12105|size962	LN:962
@SQ	SN:scaffold12106|size962	LN:962
@SQ	SN:scaffold12107|size962	LN:962
@SQ	SN:scaffold12108|size962	LN:962
@SQ	SN:scaffold12109|size961	LN:961
@SQ	SN:scaffold12110|size961	LN:961
